785,683,733,729,693,0,0,0,0,0,0,0,0,0,0,0,14
781,679,729,726,692,0,0,0,0,0,0,0,0,0,0,0,14
779,675,726,722,692,0,0,0,0,0,0,0,0,0,0,0,14
779,673,726,718,692,0,0,0,0,0,0,0,0,0,0,0,14
779,673,726,714,692,0,0,0,0,0,0,0,0,0,0,0,14
779,673,726,710,692,0,0,0,0,0,0,0,0,0,0,0,14
779,673,726,708,692,0,0,0,0,0,0,0,0,0,0,0,14
779,673,726,708,692,0,0,0,0,0,0,0,0,0,0,0,14
779,673,726,708,691,0,0,0,0,0,0,0,0,0,0,0,14
779,672,726,708,691,0,0,0,0,0,0,0,0,0,0,0,14
792,823,841,717,706,0,0,0,0,0,0,0,0,0,0,0,21
792,823,841,717,706,0,0,0,0,0,0,0,0,0,0,0,21
792,823,841,717,707,0,0,0,0,0,0,0,0,0,0,0,21
793,823,841,718,707,0,0,0,0,0,0,0,0,0,0,0,21
793,822,841,718,707,0,0,0,0,0,0,0,0,0,0,0,21
793,822,841,717,708,0,0,0,0,0,0,0,0,0,0,0,21
793,822,840,718,708,0,0,0,0,0,0,0,0,0,0,0,21
793,822,840,718,708,0,0,0,0,0,0,0,0,0,0,0,21
794,819,840,721,709,0,0,0,0,0,0,0,0,0,0,0,21
793,822,841,718,708,0,0,0,0,0,0,0,0,0,0,0,21
836,824,726,718,698,0,0,0,0,0,0,0,0,0,0,0,12
832,820,722,714,695,0,0,0,0,0,0,0,0,0,0,0,12
829,816,722,710,691,0,0,0,0,0,0,0,0,0,0,0,12
829,812,722,706,687,0,0,0,0,0,0,0,0,0,0,0,12
829,809,722,702,682,0,0,0,0,0,0,0,0,0,0,0,12
829,809,722,702,682,0,0,0,0,0,0,0,0,0,0,0,12
829,809,722,702,682,0,0,0,0,0,0,0,0,0,0,0,12
829,809,722,702,682,0,0,0,0,0,0,0,0,0,0,0,12
829,809,722,702,682,0,0,0,0,0,0,0,0,0,0,0,12
828,808,722,702,682,0,0,0,0,0,0,0,0,0,0,0,12
753,691,733,726,729,0,0,0,0,0,0,0,0,0,0,0,5
745,687,729,722,726,0,0,0,0,0,0,0,0,0,0,0,5
741,679,726,718,722,0,0,0,0,0,0,0,0,0,0,0,5
738,675,718,714,718,0,0,0,0,0,0,0,0,0,0,0,5
738,672,714,710,714,0,0,0,0,0,0,0,0,0,0,0,5
738,668,710,706,710,0,0,0,0,0,0,0,0,0,0,0,5
738,664,709,702,702,0,0,0,0,0,0,0,0,0,0,0,5
737,660,709,699,698,0,0,0,0,0,0,0,0,0,0,0,5
737,656,709,699,695,0,0,0,0,0,0,0,0,0,0,0,5
737,652,709,699,691,0,0,0,0,0,0,0,0,0,0,0,5
777,800,824,828,706,0,0,0,0,0,0,0,0,0,0,0,23
773,796,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,792,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
769,788,824,824,701,0,0,0,0,0,0,0,0,0,0,0,23
836,836,840,841,836,0,0,0,0,0,0,0,0,0,0,0,10
832,832,840,841,836,0,0,0,0,0,0,0,0,0,0,0,10
828,828,840,841,836,0,0,0,0,0,0,0,0,0,0,0,10
828,828,840,841,836,0,0,0,0,0,0,0,0,0,0,0,10
828,828,840,840,836,0,0,0,0,0,0,0,0,0,0,0,10
828,828,839,840,836,0,0,0,0,0,0,0,0,0,0,0,10
828,828,839,840,836,0,0,0,0,0,0,0,0,0,0,0,10
828,828,839,839,835,0,0,0,0,0,0,0,0,0,0,0,10
828,828,839,839,835,0,0,0,0,0,0,0,0,0,0,0,10
828,828,839,839,832,0,0,0,0,0,0,0,0,0,0,0,10
804,812,785,745,698,0,0,0,0,0,0,0,0,0,0,0,16
800,808,782,741,695,0,0,0,0,0,0,0,0,0,0,0,16
796,808,782,737,691,0,0,0,0,0,0,0,0,0,0,0,16
792,808,782,733,687,0,0,0,0,0,0,0,0,0,0,0,16
791,808,782,729,683,0,0,0,0,0,0,0,0,0,0,0,16
791,808,782,726,679,0,0,0,0,0,0,0,0,0,0,0,16
791,808,782,726,675,0,0,0,0,0,0,0,0,0,0,0,16
791,808,782,726,672,0,0,0,0,0,0,0,0,0,0,0,16
791,808,782,726,669,0,0,0,0,0,0,0,0,0,0,0,16
791,808,781,726,668,0,0,0,0,0,0,0,0,0,0,0,16
769,706,733,757,832,0,0,0,0,0,0,0,0,0,0,0,9
766,702,729,753,829,0,0,0,0,0,0,0,0,0,0,0,9
761,698,726,749,829,0,0,0,0,0,0,0,0,0,0,0,9
757,695,726,746,829,0,0,0,0,0,0,0,0,0,0,0,9
753,691,726,746,829,0,0,0,0,0,0,0,0,0,0,0,9
749,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,9
745,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,9
742,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,9
742,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,9
741,687,726,746,829,0,0,0,0,0,0,0,0,0,0,0,9
806,769,705,689,646,0,0,0,0,0,0,0,0,0,0,0,7
806,769,705,689,647,0,0,0,0,0,0,0,0,0,0,0,7
806,769,706,689,647,0,0,0,0,0,0,0,0,0,0,0,7
806,769,706,690,648,0,0,0,0,0,0,0,0,0,0,0,7
806,769,707,691,649,0,0,0,0,0,0,0,0,0,0,0,7
807,769,708,692,651,0,0,0,0,0,0,0,0,0,0,0,7
806,768,709,692,651,0,0,0,0,0,0,0,0,0,0,0,7
808,771,709,698,658,0,0,0,0,0,0,0,0,0,0,0,7
808,770,710,699,659,0,0,0,0,0,0,0,0,0,0,0,7
807,770,710,699,659,0,0,0,0,0,0,0,0,0,0,0,7
820,765,722,722,672,0,0,0,0,0,0,0,0,0,0,0,17
816,764,718,718,668,0,0,0,0,0,0,0,0,0,0,0,17
814,764,714,714,663,0,0,0,0,0,0,0,0,0,0,0,17
814,764,710,710,663,0,0,0,0,0,0,0,0,0,0,0,17
814,764,708,706,663,0,0,0,0,0,0,0,0,0,0,0,17
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,17
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,17
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,17
812,764,706,702,662,0,0,0,0,0,0,0,0,0,0,0,17
814,764,708,704,663,0,0,0,0,0,0,0,0,0,0,0,17
782,820,842,681,697,0,0,0,0,0,0,0,0,0,0,0,22
781,819,842,681,697,0,0,0,0,0,0,0,0,0,0,0,22
782,819,841,682,699,0,0,0,0,0,0,0,0,0,0,0,22
783,819,842,686,702,0,0,0,0,0,0,0,0,0,0,0,22
784,819,842,686,702,0,0,0,0,0,0,0,0,0,0,0,22
783,819,842,686,703,0,0,0,0,0,0,0,0,0,0,0,22
780,815,841,688,682,0,0,0,0,0,0,0,0,0,0,0,22
781,815,841,689,683,0,0,0,0,0,0,0,0,0,0,0,22
782,815,841,691,685,0,0,0,0,0,0,0,0,0,0,0,22
783,815,841,692,687,0,0,0,0,0,0,0,0,0,0,0,22
836,668,710,706,808,0,0,0,0,0,0,0,0,0,0,0,25
832,664,706,702,804,0,0,0,0,0,0,0,0,0,0,0,25
828,664,706,698,800,0,0,0,0,0,0,0,0,0,0,0,25
824,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,25
820,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,25
816,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,25
812,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,25
811,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,25
811,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,25
811,664,706,696,798,0,0,0,0,0,0,0,0,0,0,0,25
804,812,765,753,757,0,0,0,0,0,0,0,0,0,0,0,4
800,808,761,749,753,0,0,0,0,0,0,0,0,0,0,0,4
796,808,761,749,753,0,0,0,0,0,0,0,0,0,0,0,4
790,808,753,749,753,0,0,0,0,0,0,0,0,0,0,0,4
796,808,753,749,753,0,0,0,0,0,0,0,0,0,0,0,4
796,808,753,749,753,0,0,0,0,0,0,0,0,0,0,0,4
796,804,753,749,753,0,0,0,0,0,0,0,0,0,0,0,4
796,804,753,745,753,0,0,0,0,0,0,0,0,0,0,0,4
796,804,753,745,753,0,0,0,0,0,0,0,0,0,0,0,4
792,804,753,745,753,0,0,0,0,0,0,0,0,0,0,0,4
796,718,706,695,706,0,0,0,0,0,0,0,0,0,0,0,24
792,714,702,691,702,0,0,0,0,0,0,0,0,0,0,0,24
789,710,698,687,698,0,0,0,0,0,0,0,0,0,0,0,24
785,706,695,683,695,0,0,0,0,0,0,0,0,0,0,0,24
781,702,691,679,691,0,0,0,0,0,0,0,0,0,0,0,24
777,698,687,675,687,0,0,0,0,0,0,0,0,0,0,0,24
773,695,683,673,683,0,0,0,0,0,0,0,0,0,0,0,24
769,691,679,673,682,0,0,0,0,0,0,0,0,0,0,0,24
765,687,675,673,682,0,0,0,0,0,0,0,0,0,0,0,24
761,685,672,673,682,0,0,0,0,0,0,0,0,0,0,0,24
777,702,741,722,675,0,0,0,0,0,0,0,0,0,0,0,20
773,702,737,718,674,0,0,0,0,0,0,0,0,0,0,0,20
